How many employees does your company or organization have?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,Anxiety Disorder,Mood Disorder,ADHD,OCD,PTSD,PTSD undiagnosed,Eating Disorder,Substance Use Disorder,Stress Response Syndrome,Personality Disorder,Pervasive Developmental Disorder,Psychotic Disorder,Addictive Disorder,Dissociative Disorder,Seasonal Affective Disorder,Schizotypal Personality Disorder,Traumatic Brain Injury,Sexual Addiction,Autism,ADD w/o Hyperactivity)
1.0,0.07135686212212808,-0.0455135470335789,0.03810270867432105,0.05950038632587511,0.02603904468627773,-0.025906402539931005,0.031761852639337985,-0.015687753881856815,0.02669167551337591,0.001160045940694917,0.01323692559509586,0.020294258795413047,-0.04819840692173162,0.011840856858378306,0.04908297638629887,0.037687376517053985,0.04683723265972102,0.011334222657992495,0.00042092831186425484,0.026764161671017812,0.01751807458388672,0.0019251186512908992,0.03511079200176108,0.018996549134237102,0.015593559062513111,0.006219724262791528,0.023440417678354523,0.02993522334416988,-0.018387909364524474,0.06968604352109553,-0.012088457319780017,0.01749738375218207,0.023766891645418488,0.014775043568471057,0.020365212237700693,0.012942894561271968,-0.020838179051748104,-0.009692284948258571,0.06601971285958516,0.015609856206879035,-0.009140335379238217,0.05732987263591201,-0.02068360317832888,0.07322748271445984,0.04936084213259951,0.08624972974434054,-0.02283535526168788,0.030584295220851022,0.06189949116631281,-0.012546150610895264,0.008546084838228545,-0.03454997667381566,-0.00443840134136772,-0.0028174016329323187,0.026058144436593746,0.01128014730267444,-0.03454997667381569,-0.014646974738358545,-0.030282199003189937,-0.03647529320919509,0.052614678763267836,0.030823514903996936,0.030823514903997016,0.03082351490399704,-0.04738945244461334,-0.012758812814544869
0.07135686212212808,1.0,0.22293855974531074,0.11156062030254535,0.27803982690468854,0.24725637928363964,0.08851900485189682,0.010757582912977787,0.07040538356781957,0.005781576234797124,0.06560258253479123,0.088258755439794,0.03571300121258938,0.06218075758107932,0.19691258466604017,0.01004512584362151,0.025561086090279718,0.029798905746757753,0.007734433045865701,0.04462837661374121,-0.05600052096727667,-0.07200925551944341,-0.062912379192083,-0.011280679379611096,0.007207349925878987,0.0164222498315784,0.0004770510495602604,0.08249986389837642,0.029344516939814803,0.06415407837192828,0.017991383335447943,-0.11311958448337402,0.13157371330956025,0.13903187719845905,0.1754129897903739,0.20871352322795625,0.20160523599589983,0.14870053104639686,0.09363028053480785,0.10063906608338655,-0.059552889236717685,0.13057878669064604,-0.13324386891460593,0.1218362640200845,-0.1288090208845004,0.08769790893041009,0.0026318295542865316,0.12161510548278034,0.18109441854714065,0.13381039130043115,0.016662858804788957,0.04439607491763656,0.033230108475106684,0.03469551757321964,0.020370726258225526,0.014629703048299537,-0.003058148788736304,-0.04501572028094452,-0.01180570664021826,0.0331348424184383,-0.011805706640218305,0.03323010847510668,0.0332301084751067,0.033230108475106684,-0.018933777362260772,0.0012575000807250214,-0.04501572028094453
-0.0455135470335789,0.22293855974531074,1.0,0.056402670490960594,0.16643845830559695,0.08635206930759871,0.06266042837319515,0.07592292294301711,0.0034829117394842043,0.06865008584819837,0.08205045456015576,0.07550419564844793,-0.00034552315339339145,0.03770896069368067,0.06602894949384373,0.049012016934509336,-0.013788823323832173,-0.03824203812753172,-0.011227314717070414,0.03851343373089686,0.0007597864212074868,-0.0891925100463514,-0.06392119037140512,-0.02697889501366465,-0.006299058103403567,0.04889381238438495,0.051911396885803894,0.05020817543538646,0.04757055019351266,0.004712388138591652,0.03791841723415443,-0.06314978102417027,0.06361160511998372,0.04403840523721265,0.06604487452979571,0.06432553168055079,0.04296056344455186,0.031303330280640064,-0.06459520305650496,-0.023822121866771493,0.005824245499192455,-0.02358700371681839,-0.01908613915748666,-0.030917421743249476,-0.01240165119859522,0.043694845233383316,0.01983593437382841,0.09260281392688907,0.09081247875164651,0.008673130077786613,0.010292935908407519,-0.01430330217290182,-0.006831942844676945,0.06055653180741826,-0.007450196387907538,0.08275378147197614,0.029721005600717946,-0.0068319428446769895,0.03667024455885594,-0.016873384297197234,0.0702418629574768,0.02668253233226621,-0.0403464180216202,-0.006831942844676939,-0.00683194284467695,0.019884435359545545,-0.040346418021620215
0.03810270867432105,0.11156062030254535,0.056402670490960594,1.0,0.3227258122732885,0.22525404429825302,0.10958063587940017,0.04816900519185626,0.06409471726455175,0.07978702466942342,0.1337096197627671,0.14008197761165175,0.02109242470069591,0.0012666805594313123,0.0007283928129258987,0.0056425325591069105,0.03045386923699385,-0.024607346283877417,-0.017621624178002396,0.01506156147634908,0.010868691013533374,-0.013973112612367979,-0.017161924700458055,0.021476419200358778,0.026815487689872537,0.041973879794112594,0.007638447430278335,0.02270590090104245,0.03410279131827354,0.07736160749238524,0.03444571262829035,-0.04839409261645313,0.03782396513073461,0.058055108065745674,0.008224252498812135,0.0828580561238127,0.07387674036007244,0.04032330349080161,0.072448334138169,-0.009434834062524832,0.00998724966207172,-0.048759575346408145,-0.009811570029781301,-0.05302719391686164,-0.022400468203675975,-0.02007971894299372,0.056957522330733604,0.016694358795972516,0.06497827280478471,0.04611931253434397,0.004005293946929477,0.031216377139023165,-0.005685212705617898,-0.03938744492287949,0.024755626655715374,-0.010771754700223273,0.03402318753037551,-0.005685212705617888,0.021693096528975494,0.031967560143571515,0.021693096528975435,-0.005685212705617894,-0.005685212705617963,-0.005685212705617926,-0.005685212705617907,-0.011389812339911131,-0.005685212705617955
0.05950038632587511,0.27803982690468854,0.16643845830559695,0.3227258122732885,1.0,0.264380808998864,0.06525494973066058,0.03130981956038259,0.07666882314934328,0.06696633034966942,0.11780614051566038,0.14383452168475666,0.09785258534818367,0.020544220637945882,0.06185782443183135,0.028931782200931032,0.0025931283830480057,0.020074143543347987,0.0339827912928987,0.033603927618571804,-0.017446454769641725,-0.03057536510024507,-0.07341105872227033,0.011380977827555865,0.03917448109641318,0.07454099142276016,0.039540122074139,0.03189950558294955,0.03944631035026477,0.05433183232501492,0.057196164163350015,-0.09294793920562001,0.08311205917009636,0.10167302001306758,0.06970834481184755,0.10522068650152823,0.09689452739117697,0.025995235045578213,0.07798402866834768,0.023923795617109955,-0.0828831835909826,0.0016300556046991235,0.010335138726905892,-0.009262827108484981,0.015223190237477355,0.01729272257749556,0.020193187525460583,0.03105997727483462,0.11575427743027793,0.02356965242692851,-0.037700502554620444,0.02439386653673034,-0.04293855965063185,0.015333833026219962,0.010407491598232926,0.038945865792620896,0.017757203134035407,0.003927630919835304,0.054814754187029205,0.00786126584384617,-0.015604394135686823,0.0507938214903023,0.00392763091983528,-0.04293855965063185,0.003927630919835288,0.031341704746123834,0.05079382149030242
0.02603904468627773,0.24725637928363964,0.08635206930759871,0.22525404429825302,0.264380808998864,1.0,0.20486106285607894,0.06605560486777672,0.10772936194669229,0.07725585330323058,0.22761005579185267,0.21168861879697942,0.013061357193545738,0.017710182520550725,0.053910089947468334,0.005452695451014347,0.024872505903650526,0.030984359632716313,0.18023195269042125,-0.026523112344370593,0.008628078168122683,0.025787731205263877,-0.00919158302972728,0.0178118838699803,0.017438180112880473,0.10279971543206523,0.025821219759706623,-0.038197694424354986,-0.027281080550851933,0.06355742583934589,0.009280769620246338,-0.06391742493712232,0.044363038279862876,0.05900902248232351,0.1098306582423654,0.033796090638789335,0.08099171839723775,0.05115070459828904,0.015152165770413848,0.04298482186342409,0.0009193354966577307,0.008293076410336105,-0.03442360215981632,0.008157222586873649,-0.028954007703233173,0.12524261705158699,0.02318221003572682,0.035797083881759215,0.0712368359991427,0.016047111018135614,-0.01632773148865166,-0.0069629534651366,-0.023783373427902068,-0.04325251704819681,0.0881047709332556,0.03894193079883019,0.021710297175494133,-0.02378337342790206,0.047799181283238484,0.058014805739743144,0.047799181283238554,0.05244428078929405,0.05244428078929402,0.05244428078929406,-0.023783373427902064,-0.00946903726913544,0.052444280789294015
-0.025906402539931005,0.08851900485189682,0.06266042837319515,0.10958063587940017,0.06525494973066058,0.20486106285607894,1.0,0.11265097633057997,0.10066266718695419,0.1340064703186963,0.2536083143313461,0.2702741230270808,0.011687752456179189,-0.043092539473154806,0.04316377773401969,0.078491764714198,0.06281354476028736,0.05121299860002227,0.07519726702257688,0.06300940867954741,0.02834346425722734,0.0674875957900791,0.0992018007424331,0.07343956864025926,0.056056680332165584,0.06688936437767604,0.026559072814175046,-0.07628256085042319,-0.0007930629436130825,0.09813620902329342,0.003864635825476413,0.023536963065100096,0.017989426661333508,0.04718896777266267,0.10686488740156647,0.00974604640676248,0.008567550805113195,-0.014513302239346028,-0.06457643750706726,-0.005856310705104649,-0.019787150554291522,-0.027004613236630413,-0.004806840323309484,-0.045142059184388995,-0.008135743589806016,0.07748970043266007,-0.011862396337896474,0.042694897994798184,0.0790966117381342,0.023427355632730802,0.018411649610692263,0.03720900883224014,-0.013871488862494702,0.014916851090638037,0.012470219790005621,0.02958027145798442,0.048039197039185993,-0.05469990441443763,0.01310774890509339,0.01230382229048864,-0.0277902803641556,-0.05469990441443762,0.04737113446541954,0.006542718913476664,-0.034285696638466166,0.043781270857030166,-0.013871488862494735
0.031761852639337985,0.010757582912977787,0.07592292294301711,0.04816900519185626,0.03130981956038259,0.06605560486777672,0.11265097633057997,1.0,0.1486155201700519,0.062282105281271816,0.16224519660300457,0.12479951182537577,0.14171426517021163,-0.0018849196662132726,0.02577159895010034,0.04848492527093694,0.011870907141292322,0.019705543401343423,0.022181663735500155,0.08493504341377675,0.021320856014012353,-0.0047825183138621346,0.002748361278909219,-0.005830629708620077,0.03531254989838799,0.037468618093970965,0.07256686067566878,0.11337595501451252,0.2238318382902791,0.029384771257822732,0.04677818595736021,-0.00818430371642207,0.03446842991257617,0.0619427999025506,0.07074481977976313,0.01307502572501051,0.01933451489616903,-0.042903764269718724,-0.03899467403681251,-0.014601045869427134,-0.0414479968995771,-0.009267074242576261,-0.000358396816147115,-0.008631469463379473,-0.0029670109115892793,0.04515669443114001,0.024830890644113663,0.06473541134824737,0.08400025031393465,0.045954275479159125,-0.03102085984461984,0.09799132964118268,-0.03509463827902028,-0.017524093694973108,0.06413209960777887,0.05927067356643155,0.04889272298956077,0.056723333870238674,0.0216655731893381,0.050129184507166274,-0.024321689133223294,-0.03509463827902026,0.05672333387023874,0.0108143477956092,0.010814347795609207,-0.0013280579719425806,-0.03509463827902029
-0.015687753881856815,0.07040538356781957,0.0034829117394842043,0.06409471726455175,0.07666882314934328,0.10772936194669229,0.10066266718695419,0.1486155201700519,1.0,0.023284770607159586,0.15164591394472637,0.1376416906624917,-0.10303780724875204,0.045286836251090076,-0.0886039551476885,-0.012311023604399871,-0.055321878497269154,-0.03147140760374009,-0.032249400129476524,-0.041641576050399885,-0.12501803762423197,0.00792617738237741,0.003637781454749915,-0.03517012282747914,-0.07590106264345538,0.10425198071190946,-0.018055057071920264,-0.14613519159668387,-0.05100778485583295,0.1342583353274138,-0.01167341829025253,-0.022365846069110327,0.042945810311300306,0.058926395162166106,0.08604609460042216,0.01478587684366302,-0.0007565923767496348,0.0018013909774510582,-0.027113521089876264,-0.04148880549172861,-0.042996320207432236,-0.02084335111826271,-0.015411715244621153,-0.025502828147281845,-0.005249080092290369,-0.012302590464461737,0.024499886512652055,0.12308694274851346,0.05026667033063587,-0.05280072115211779,0.012229646247362138,0.025058022276690135,-0.05798975136756774,-0.002409831554233419,0.06958255835939796,0.013420982459476715,0.013420982459476684,0.013725865519774451,-0.008420410027324738,0.016134910348775726,-0.0802583042701054,-0.05798975136756773,0.08544148240711667,0.013725865519774436,0.013725865519774427,-0.008420410027324736,-0.05798975136756777
0.02669167551337591,0.005781576234797124,0.06865008584819837,0.07978702466942342,0.06696633034966942,0.07725585330323058,0.1340064703186963,0.062282105281271816,0.023284770607159586,1.0,0.3515224007140084,0.12689487613760864,0.018507452601772917,0.04278966971864205,-0.025936116346772377,0.015255577944672884,-0.026828252807930532,-0.024287785825721605,0.020249562542167265,-0.04612376376467959,-0.05944195885637158,0.012610606804806749,0.01284837058391937,-0.02876878400531657,-0.025504773622684104,0.07962496800373092,0.058210571226270214,-0.020113441507564216,0.034878475788247154,0.09766455153403954,0.050498446432553225,0.08228578394363195,0.05896722027881932,0.01328496879870523,0.06639648894749976,0.028349545033185288,0.02097960123503018,-0.01797816090407617,-0.05906263200455525,0.039819560991917344,-0.01867999671501235,0.01789609720979744,-0.017654426723663276,0.015010585162409095,-0.026355388264439217,0.041078608771762164,-0.05238519599150213,-0.002606850546337486,0.02387104913232605,-0.007755441651782527,0.035950159789573104,-0.0011878746925968056,-0.03396750267271481,-0.01334717843112303,-0.053935764343256164,0.015932928828400597,0.0065160773187100205,-0.033967502672714825,-0.005458244188889656,-0.019525555851065596,0.036270150778985426,-0.03396750267271483,0.0076898651884063285,0.04934723304952743,0.04934723304952743,0.015405953295047905,-0.033967502672714825
